"schema";"uuid";"id";"type";"isHarvested";"title";"abstract"
"iso19139";"dcd2bd1a-40e5-4d1f-abd0-9a455c849624";"122";"TEMPLATE";"n";"Template for Raster data in ISO19139";"Read the abstract and supplemental information
          provided in the Vector template for more details."
